ConFem:  C:/Users/regga/Desktop/ConFEM2D/examples/ex3/ex3
symmetric system False
0 step starts BFGS
1 0 2.0 0.0 0 0.0 0.0 1.0
1 0 2.0 0.005 1 1.688096185079716e-16 7.857926655307274e-05 1.0
2 0 2.0 0.005 0 1.686315180101993e-16 0.0 1.0
2 0 2.0 0.01 1 2.663952346719109e-16 7.857926655307393e-05 1.0
3 0 2.0 0.01 0 2.6796139208254365e-16 0.0 1.0
3 0 2.0 0.015 1 2.0359892374621141e-16 7.857926655307382e-05 1.0
4 0 2.0 0.015 0 2.0529158220101614e-16 0.0 1.0
4 0 2.0 0.02 1 2.564206047819696e-16 7.857926655307396e-05 1.0
5 0 2.0 0.02 0 2.550555601204261e-16 0.0 1.0
5 0 2.0 0.025 1 2.739069574119053e-16 7.85792665530738e-05 1.0
6 0 2.0 0.025 0 2.720618803526704e-16 0.0 1.0
6 0 2.0 0.03 1 2.4484821268213906e-16 7.857926655307423e-05 1.0
7 0 2.0 0.03 0 2.4514782222796146e-16 0.0 1.0
7 0 2.0 0.035 1 3.553610028878506e-16 7.857926655307373e-05 1.0
8 0 2.0 0.035 0 3.7160409108477744e-16 0.0 1.0
8 0 2.0 0.04 1 2.7695456204747114e-16 7.857926655307416e-05 1.0
9 0 2.0 0.04 0 2.842521125904166e-16 0.0 1.0
9 0 2.0 0.045 1 5.089331647490986e-16 7.857926655307353e-05 1.0
10 0 2.0 0.045 0 4.905528209104314e-16 0.0 1.0
10 0 2.0 0.05 1 4.0122518546699214e-16 7.857926655307424e-05 1.0
11 0 2.0 0.05 0 3.9099717463001133e-16 0.0 1.0
11 0 2.0 0.055 1 5.879486912472535e-16 7.857926655307412e-05 1.0
12 0 2.0 0.055 0 6.03111788511063e-16 0.0 1.0
12 0 2.0 0.06 1 4.570616503073176e-16 7.85792665530731e-05 1.0
13 0 2.0 0.06 0 4.419746389514533e-16 0.0 1.0
13 0 2.0 0.065 1 4.5211340050935e-16 7.85792665530741e-05 1.0
14 0 2.0 0.065 0 4.580165361211844e-16 0.0 1.0
14 0 2.0 0.07 1 4.805941310200849e-16 7.857926655307385e-05 1.0
15 0 2.0 0.07 0 4.7861890578653e-16 0.0 1.0
15 0 2.0 0.075 1 8.199620835259798e-16 7.857926655307389e-05 1.0
16 0 2.0 0.075 0 8.070886616481054e-16 0.0 1.0
16 0 2.0 0.08 1 9.315264401779489e-16 7.857926655307456e-05 1.0
17 0 2.0 0.08 0 9.195205210935469e-16 0.0 1.0
17 0 2.0 0.085 1 5.802916887008558e-16 7.857926655307353e-05 1.0
18 0 2.0 0.085 0 5.704418500309178e-16 0.0 1.0
18 0 2.0 0.09 1 7.4024803421288e-16 7.857926655307349e-05 1.0
19 0 2.0 0.09 0 7.238171858579288e-16 0.0 1.0
19 0 2.0 0.095 1 6.692470053087496e-16 7.85792665530748e-05 1.0
20 0 2.0 0.095 0 6.791085804881183e-16 0.0 1.0
20 0 2.0 0.1 1 7.494721275066685e-16 7.857926655307349e-05 1.0
21 0 2.0 0.1 0 7.063753462542519e-16 0.0 1.0
21 0 2.0 0.105 1 8.147625024645386e-16 7.857926655307435e-05 1.0
22 0 2.0 0.105 0 8.309645581852126e-16 0.0 1.0
22 0 2.0 0.11 1 7.177758422647712e-16 7.857926655307408e-05 1.0
23 0 2.0 0.11 0 7.185740343827807e-16 0.0 1.0
23 0 2.0 0.115 1 9.806131456484072e-16 7.857926655307324e-05 1.0
24 0 2.0 0.115 0 9.95794426919359e-16 0.0 1.0
24 0 2.0 0.12 1 8.481979251250949e-16 7.857926655307496e-05 1.0
25 0 2.0 0.12 0 7.870313611845736e-16 0.0 1.0
25 0 2.0 0.125 1 9.711274771024162e-16 7.857926655307384e-05 1.0
26 0 2.0 0.125 0 9.718663166836795e-16 0.0 1.0
26 0 2.0 0.13 1 1.5092150696313976e-15 7.857926655307334e-05 1.0
27 0 2.0 0.13 0 1.4979614448971185e-15 0.0 1.0
27 0 2.0 0.135 1 1.159298119928156e-15 7.857926655307441e-05 1.0
28 0 2.0 0.135 0 1.1019860345820918e-15 0.0 1.0
28 0 2.0 0.14 1 1.4345211221662025e-15 7.857926655307483e-05 1.0
29 0 2.0 0.14 0 1.453166803028246e-15 0.0 1.0
29 0 2.0 0.145 1 7.314995151533205e-16 7.857926655307307e-05 1.0
30 0 2.0 0.145 0 7.626673124662468e-16 0.0 1.0
30 0 2.0 0.15 1 1.0572936541522871e-15 7.857926655307399e-05 1.0
31 0 2.0 0.15 0 1.0058732702240597e-15 0.0 1.0
31 0 2.0 0.155 1 1.1500008060581056e-15 7.857926655307302e-05 1.0
32 0 2.0 0.155 0 1.1669676063590318e-15 0.0 1.0
32 0 2.0 0.16 1 1.339241065093629e-15 7.857926655307576e-05 1.0

El 16 15 ElasticLT Element cracks 0.0052834997698107955 1
33 0 2.0 0.16 0 0.00021896757778751229 0.0 1.0
33 0 2.0 0.16 1 1.345706582532039e-15 4.371378407240868e-07 1.0
El 16 15 ElasticLT state change 0.0 -> 1.0
34 0 2.0 0.16 0 1.369542793357721e-06 0.0 1.0
34 0 2.0 0.165 1 1.2673784839148049e-15 7.821204063759592e-05 1.0

El 16 5 ElasticLT Element cracks 0.02755078471810113 2
35 0 2.0 0.165 0 0.0002790481887733309 0.0 1.0
35 0 2.0 0.165 1 2.3821257130836682e-06 7.142585798268304e-07 1.0
El 16 5 ElasticLT state change 0.0 -> 1.0

El 16 10 ElasticLT Element cracks 0.028674593039827556 3
36 0 2.0 0.165 0 0.0002844332437611627 0.0 1.0
36 0 2.0 0.165 1 3.6266224053921216e-06 7.552841373033587e-07 1.0
El 16 10 ElasticLT state change 0.0 -> 1.0
37 0 2.0 0.165 0 7.575603959112704e-06 0.0 1.0
37 0 2.0 0.17 1 8.082405085955518e-08 7.741288211863741e-05 1.0

El 16 0 ElasticLT Element cracks 0.028138427165959268 4
38 0 2.0 0.17 0 0.00023659566492520139 0.0 1.0
38 0 2.0 0.17 1 8.46381337083499e-09 6.289059089272598e-07 1.0
El 16 0 ElasticLT state change 0.0 -> 1.0
39 0 2.0 0.17 0 6.006948584595503e-06 0.0 1.0
39 0 2.0 0.175 1 3.860376932304262e-10 7.703242221398067e-05 1.0
40 0 2.0 0.175 0 2.5085975928796304e-05 0.0 1.0
40 0 2.0 0.175 1 1.922560813742714e-11 8.154116897738244e-08 1.0
41 0 2.0 0.175 0 1.922560634566302e-11 0.0 1.0
41 0 2.0 0.18 1 0.0006441473720251782 7.843304651205358e-05 1.0
41 0 2.0 0.18 2 9.639868716713168e-05 7.725511429477108e-05 0.0012165195957653209
41 0 2.0 0.18 3 1.745427746325464e-09 7.704546372649718e-05 3.751082067210407e-10
42 0 2.0 0.18 0 2.5740689143550352e-05 0.0 1.0
42 0 2.0 0.18 1 5.497859184169676e-14 8.365741518264488e-08 1.0
43 0 2.0 0.18 0 5.497932775442352e-14 0.0 1.0
43 0 2.0 0.185 1 0.0006255393753896806 7.839252270242937e-05 1.0
43 0 2.0 0.185 2 9.090528424563144e-05 7.724316820852062e-05 0.0011232735470871678
43 0 2.0 0.185 3 1.5958920328412177e-09 7.704546352514217e-05 3.256876544957719e-10
44 0 2.0 0.185 0 2.576308130980626e-05 0.0 1.0
44 0 2.0 0.185 1 2.7203490729601756e-15 8.3729663131377e-08 1.0
45 0 2.0 0.185 0 2.7204298031697886e-15 0.0 1.0
45 0 2.0 0.19 1 0.0006079366110064662 7.835421176643489e-05 1.0
45 0 2.0 0.19 2 8.58571860306621e-05 7.723219087831875e-05 0.0010391120978216033
45 0 2.0 0.19 3 1.4627221783723307e-09 7.704546334520234e-05 2.838393371891928e-10
46 0 2.0 0.19 0 2.576383945834451e-05 0.0 1.0
46 0 2.0 0.19 1 2.2594800463580605e-15 8.373199094771131e-08 1.0
47 0 2.0 0.19 0 2.2081321537285935e-15 0.0 1.0
47 0 2.0 0.195 1 0.0005912602877381263 7.831793844438552e-05 1.0
47 0 2.0 0.195 2 8.120797386792532e-05 7.722208123098186e-05 0.0009629695480055986
47 0 2.0 0.195 3 1.343750826980475e-09 7.704546318393818e-05 2.482476975018697e-10
48 0 2.0 0.195 0 2.5763858164844955e-05 0.0 1.0
48 0 2.0 0.195 1 2.3563490137672162e-15 8.373193925405676e-08 1.0
49 0 2.0 0.195 0 2.363063496217127e-15 0.0 1.0
49 0 2.0 0.2 1 0.0005754391598667274 7.828354446859773e-05 1.0
49 0 2.0 0.2 2 7.69169721991184e-05 7.721275071695378e-05 0.0008939233929646022
49 0 2.0 0.2 3 1.2371434901880928e-09 7.70454630390019e-05 2.1785087581897873e-10
50 0 2.0 0.2 0 2.5763852347723306e-05 0.0 1.0
50 0 2.0 0.2 1 1.6033077958802256e-15 8.37318193270163e-08 1.0
51 0 2.0 0.2 0 1.6266529678344583e-15 0.0 1.0
51 0 2.0 0.205 1 0.000560409088370804 7.825088750997544e-05 1.0
51 0 2.0 0.205 2 7.294854382056335e-05 7.720412176830071e-05 0.0008311746337976219
51 0 2.0 0.205 3 1.1413406011973002e-09 7.704546290840032e-05 1.9178760844636895e-10
52 0 2.0 0.205 0 2.576384637000441e-05 0.0 1.0
52 0 2.0 0.205 1 9.915608024337167e-16 8.373170869613044e-08 1.0
53 0 2.0 0.205 0 9.95800838098207e-16 0.0 1.0
53 0 2.0 0.21 1 0.0005461121910977375 7.821983925308682e-05 1.0
53 0 2.0 0.21 2 6.927136412699796e-05 7.719612621424692e-05 0.0007740290889716271
53 0 2.0 0.21 3 1.055013708869075e-09 7.704546279041685e-05 1.6935575429482337e-10
54 0 2.0 0.21 0 2.576384097835116e-05 0.0 1.0
54 0 2.0 0.21 1 2.1985783997515465e-15 8.373160862812187e-08 1.0
55 0 2.0 0.21 0 2.169486097664504e-15 0.0 1.0
55 0 2.0 0.215 1 0.0005324960984608769 7.819028371432948e-05 1.0
55 0 2.0 0.215 2 6.585781059882744e-05 7.718870394891116e-05 0.0007218817883416633
55 0 2.0 0.215 3 9.77025944441047e-10 7.704546268357353e-05 1.499805622667093e-10
56 0 2.0 0.215 0 2.5763836124518777e-05 0.0 1.0
56 0 2.0 0.215 1 1.6558412421107532e-15 8.373151797436338e-08 1.0
57 0 2.0 0.215 0 1.6644935941152752e-15 0.0 1.0
57 0 2.0 0.22 1 0.0005195133124624524 7.816211579558067e-05 1.0
57 0 2.0 0.22 2 6.268345059739191e-05 7.718180181396774e-05 0.0006742039512451563
57 0 2.0 0.22 3 9.064005777152754e-10 7.704546258659966e-05 1.331881938459307e-10

